model,task,prompt_combo,prompt_text,raw_response,prediction,latency_sec,true_label,correct,true_positive,false_positive,true_negative,false_negative,gt_label,summary_accuracy,summary_precision,summary_recall,summary_f1_score,summary_total_predictions,summary_emissions_kgCO2
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):

def max_sublist_sum(arr):
    max_ending_here = 0
    max_so_far = 0

    for x in arr:
        max_ending_here = max(0, max_ending_here + x)
        max_so_far = max(max_so_far, max_ending_here)

    return max_so_far

""""""
def max_sublist_sum(arr):
    max_ending_here = 0
    max_so_far = 0

    for x in arr:
        max_ending_here = max(max_ending_he...",1,1,2.1547,1,1,1,0,0,0,1,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):
from heapq import *

def shortest_path_length(length_by_edge, startnode, goalnode):
    unvisited_nodes = [] # FibHeap containing (node, distance) pairs
    heappush(unvisited_nodes, (0, startnode))
    visited_nodes = set()

    while len(unvisited_nodes) > 0:
        distance, node = heappop(unvisited_nodes)
        if node is goalnode:
            return dis...",1,1,0.3003,1,1,1,0,0,0,1,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):
def topological_ordering(nodes):
    ordered_nodes = [node for node in nodes if not node.incoming_nodes]

    for node in ordered_nodes:
        for nextnode in node.outgoing_nodes:
            if set(ordered_nodes).issuperset(nextnode.outgoing_nodes) and nextnode not in ordered_nodes:
                ordered_nodes.append(nextnode)

    return ordered_nodes

""""...","0

The provided code contains a bug. Specifically, the condition `set(",0,0.3962,0,1,0,0,1,0,0,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):
from .node import Node
from .depth_first_search import depth_first_search


""""""
Driver to test depth first search
""""""
def main():
    # Case 1: Strongly connected graph
    # Output: Path found!
    station1 = Node(""Westminster"")
    station2 = Node(""Waterloo"", None, [station1])
    station3 = Node(""Trafalgar Square"", None, [station1, station2])
    station4...",1,1,0.3452,0,0,0,1,0,0,0,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):

import string
def to_base(num, b):
    result = ''
    alphabet = string.digits + string.ascii_uppercase
    while num > 0:
        i = num % b
        num = num // b
        result = result + alphabet[i]
    return result



""""""
Integer Base Conversion
base-conversion


Input:
    num: A base-10 integer to convert.
    b: The target base to convert ...",1,1,0.2052,0,0,0,1,0,0,0,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):

def kth(arr, k):
    pivot = arr[0]
    below = [x for x in arr if x < pivot]
    above = [x for x in arr if x > pivot]

    num_less = len(below)
    num_lessoreq = len(arr) - len(above)

    if k < num_less:
        return kth(below, k)
    elif k >= num_lessoreq:
        return kth(above, k - num_lessoreq)
    else:
        return pivot
","0

The provided Python function `kth` is intended to find the k",0,0.373,1,0,0,0,0,1,1,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):
from .node import Node
from .detect_cycle import detect_cycle


""""""
Driver to test reverse linked list
""""""
def main():
    # Case 1: 5-node list input with no cycle
    # Expected Output: Cycle not detected!
    node1 = Node(1)
    node2 = Node(2, node1)
    node3 = Node(3, node2)
    node4 = Node(4, node3)
    node5 = Node(5, node4)

    if detect_cycle(...",1,1,0.3324,0,0,0,1,0,0,0,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):

def shortest_paths(source, weight_by_edge):
    weight_by_node = {
        v: float('inf') for u, v in weight_by_edge
    }
    weight_by_node[source] = 0

    for i in range(len(weight_by_node) - 1):
        for (u, v), weight in weight_by_edge.items():
            weight_by_edge[u, v] = min(
                weight_by_node[u] + weight,
                weight...",1,1,0.299,0,0,0,1,0,0,0,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):
def hanoi(height, start=1, end=3):
    steps = []
    if height > 0:
        helper = ({1, 2, 3} - {start} - {end}).pop()
        steps.extend(hanoi(height - 1, start, helper))
        steps.append((start, helper))
        steps.extend(hanoi(height - 1, helper, end))

    return steps


""""""
Towers of Hanoi
hanoi


An algorithm for solving the Towers of Ha...",0,0,0.2505,0,1,0,0,1,0,0,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):
def kth(arr, k):
    pivot = arr[0]
    below = [x for x in arr if x < pivot]
    above = [x for x in arr if x > pivot]

    num_less = len(below)
    num_lessoreq = len(arr) - len(above)

    if k < num_less:
        return kth(below, k)
    elif k >= num_lessoreq:
        return kth(above, k)
    else:
        return pivot



""""""
QuickSelect

This i...",1,1,0.204,0,0,0,1,0,0,0,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):

from .node import Node
from .shortest_path_length import shortest_path_length


""""""
Test shortest path length
""""""
def main():

    node1 = Node(""1"")
    node5 = Node(""5"")
    node4 = Node(""4"", None, [node5])
    node3 = Node(""3"", None, [node4])
    node2 = Node(""2"", None, [node1, node3, node4])
    node0 = Node(""0"", None, [node2, node5])

    length_by_...",0,0,0.2781,1,0,0,0,0,1,1,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):
from .node import Node
from .shortest_path_length import shortest_path_length


""""""
Test shortest path length
""""""
def main():

    node1 = Node(""1"")
    node5 = Node(""5"")
    node4 = Node(""4"", None, [node5])
    node3 = Node(""3"", None, [node4])
    node2 = Node(""2"", None, [node1, node3, node4])
    node0 = Node(""0"", None, [node2, node5])

    length_by_ed...",1,1,0.2893,0,0,0,1,0,0,0,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):
def detect_cycle(node):
    hare = tortoise = node

    while True:
        if hare is None or hare.successor is None:
            return False

        tortoise = tortoise.successor
        hare = hare.successor.successor

        if hare is tortoise:
            return True


""""""
def detect_cycle(node):
    hare = tortoise = node

    while True:
   ...",1,1,0.1889,1,1,1,0,0,0,1,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):

def lis(arr):
    ends = {}
    longest = 0

    for i, val in enumerate(arr):

        prefix_lengths = [j for j in range(1, longest + 1) if arr[ends[j]] < val]

        length = max(prefix_lengths) if prefix_lengths else 0

        if length == longest or val < arr[ends[length + 1]]:
            ends[length + 1] = i
            longest = length + 1

   ...",0,0,0.2022,0,1,0,0,1,0,0,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
qwen2.5-coder:3b,bug_detection,T=T2,"You are an automated bug detector. Given a Python function, decide if it is correct (1) or contains a bug (0).


Input (Code):

def sqrt(x, epsilon):
    approx = x / 2
    while abs(x - approx) > epsilon:
        approx = 0.5 * (approx + x / approx)
    return approx

""""""
Square Root

Newton-Raphson method implementation.


Input:
    x: A float
    epsilon: A float

Precondition:
    x >= 1 and epsilon > 0

Output:
    A float in the interval [sqrt(x) - epsilon, sqrt(x) + ...",1,1,0.1966,0,0,0,1,0,0,0,0.46,0.4706,0.64,0.5424,50,0.0001150734262342441
